id,조문문장,T5_L1,T5_L2,T5_확신도,T5_근거
P07106,대통령령으로 정하는,위임,대통령령,4,문장이 ‘대통령령으로 정하는’으로 끝나 규율사항을 대통령령에 위임하는 표현이다. 다만 문장이 단편이라 맥락 제한으로 완전성은 낮음.
P07107,대통령령으로 정한다,위임,대통령령,5,문장이 종결형으로 '대통령령으로 정한다'라며 규율권한을 대통령령에 넘기고 있어 위임으로 판단된다.
P07108,대통령령으로 정하는,판단불가,대통령령,4,문장이 불완전하여 맥락 없이 규율권한을 넘기는지 여부 판단 불가하나 표지어구에 '대통령령'이 명시되어 형식은 대통령령으로 나타남.
P07109,대통령령으로 정하는,위임,대통령령,5,문장이 '대통령령으로 정하는'으로 끝나는 미완성 규정이지만 형식상 하위 규범에 정할 사항의 범위를 지시하여 규율권한을 넘긴다.
P07110,대통령령으로 정한다,위임,대통령령,5,종결형 '대통령령으로 정한다'로 규율권한을 하위규범(대통령령)에 위임한다.
P07111,대통령령으로 정한다,위임,대통령령,5,단문 '대통령령으로 정한다'는 규율권한을 하위 규범(대통령령)에 넘기는 포괄적 위임 표현이다.
P07112,③ 제1항에 따른 협력체계의 구성ㆍ운영에 필요한 사항은 해당 시ㆍ도의 조례로 정한다.,위임,조례,5,문장이 종결형으로 '필요한 사항은 해당 시·도의 조례로 정한다'라고 규율권한을 조례에 명시적으로 넘기고 있다.
P07113,③ 제1항에 따른 협력체계의 구성ㆍ운영에 필요한 사항은 해당 시ㆍ도의 조례로 정한다.,위임,조례,5,문장이 '필요한 사항은 ... 조례로 정한다'로 규율권한을 하위 규범(조례)에 넘기고 있어 명백한 위임이다.
P07114,③ 제1항에 따른 협력체계의 구성ㆍ운영에 필요한 사항은 해당 시ㆍ도의 조례로 정한다.,위임,조례,5,문장이 종결형으로 '필요한 사항은 해당 시·도의 조례로 정한다'라고 규율권한을 조례에 넘기고 있어 위임 규정이다.
P07115,③ 제1항에 따른 협력체계의 구성ㆍ운영에 필요한 사항은 해당 시ㆍ도의 조례로 정한다.,위임,조례,5,문장이 '필요한 사항은 ... 조례로 정한다'라고 명시적으로 규율권한을 조례에 넘기므로 위임에 해당한다.
P07116,③ 제1항에 따른 협력체계의 구성ㆍ운영에 필요한 사항은 해당 시ㆍ도의 조례로 정한다.,위임,조례,5,문장이 '필요한 사항은 해당 시·도의 조례로 정한다'로 규율권한을 조례에 넘기므로 위임이다.
P07117,③ 제1항에 따른 협력체계의 구성ㆍ운영에 필요한 사항은 해당 시ㆍ도의 조례로 정한다.,위임,조례,5,문장이 종결형으로 '필요한 사항은 ... 조례로 정한다'라고 규율권한을 하위 규범(조례)에 명시적으로 넘기고 있다.
P07118,③ 제1항에 따른 협력체계의 구성ㆍ운영에 필요한 사항은 해당 시ㆍ도의 조례로 정한다.,위임,조례,5,문장이 종결형으로 '필요한 사항은 ... 조례로 정한다'라고 규율권한을 하위 지방자치단체 조례에 위임하고 있어 위임으로 판정됨.
P07119,③ 제1항에 따른 협력체계의 구성ㆍ운영에 필요한 사항은 해당 시ㆍ도의 조례로 정한다.,위임,조례,5,문장이 '필요한 사항은 해당 시·도의 조례로 정한다'라고 명확히 규율권한을 하위 규범(조례)에 넘기고 있어 위임으로 분류된다.
P07120,③ 제1항에 따른 협력체계의 구성ㆍ운영에 필요한 사항은 해당 시ㆍ도의 조례로 정한다.,위임,조례,5,문장이 종결형으로 '필요한 사항은 해당 시·도의 조례로 정한다'고 규율권한을 조례에 위임한다.
P07121,③ 제1항에 따른 협력체계의 구성ㆍ운영에 필요한 사항은 해당 시ㆍ도의 조례로 정한다.,위임,조례,5,문장이 '~은 해당 시·도의 조례로 정한다'로 규율 권한을 하위 규범(조례)에 명시적으로 넘기고 있어 위임에 해당한다.
P07122,③ 제1항에 따른 협력체계의 구성ㆍ운영에 필요한 사항은 해당 시ㆍ도의 조례로 정한다.,위임,조례,5,문장이 '필요한 사항은 해당 시ㆍ도의 조례로 정한다'로 규율권한을 조례에 위임하는 명시적 위임 규정이다.
P07123,③ 제1항에 따른 협력체계의 구성ㆍ운영에 필요한 사항은 해당 시ㆍ도의 조례로 정한다.,위임,조례,5,문장이 종결형으로 '필요한 사항은 해당 시·도의 조례로 정한다'라고 규율권한을 조례에 위임하고 있다.
P07124,③ 제1항에 따른 협력체계의 구성ㆍ운영에 필요한 사항은 해당 시ㆍ도의 조례로 정한다.,위임,조례,5,"문장이 '필요한 사항은 해당 시·도의 조례로 정한다'라며 규율권한을 조례에 넘기므로 위임이고, 명시적 법형식은 '조례'이다."
P07125,③ 제1항에 따른 협력체계의 구성ㆍ운영에 필요한 사항은 해당 시ㆍ도의 조례로 정한다.,위임,조례,5,문장이 종결형으로 협력체계의 구성·운영에 필요한 사항을 특정 법형식(해당 시·도의 조례)에 규정하도록 규율권한을 넘기고 있다.
P07126,③ 제1항에 따른 협력체계의 구성ㆍ운영에 필요한 사항은 해당 시ㆍ도의 조례로 정한다.,위임,조례,5,"문장이 '필요한 사항은 해당 시·도의 조례로 정한다'라고 명시해 규율권한을 조례에 넘기고 있어 위임이며, 법형식은 조례로 직접 지정되어 있다."
P07127,③ 제1항에 따른 협력체계의 구성ㆍ운영에 필요한 사항은 해당 시ㆍ도의 조례로 정한다.,위임,조례,5,문장이 종결형으로 '필요한 사항은 ... 조례로 정한다'라고 규정하여 규율권한을 하위 규범(조례)에게 넘긴다.
P07128,③ 제1항에 따른 협력체계의 구성ㆍ운영에 필요한 사항은 해당 시ㆍ도의 조례로 정한다.,위임,조례,5,문장이 종결형으로 '필요한 사항은 ... 조례로 정한다'라고 규정하여 규율권한을 하위 규범(조례)에게 넘기고 있다.
P07129,대통령령으로 정하는,판단불가,대통령령,4,문장이 불완전한 절단형으로 전체 내용이 없어 규율권한을 넘기는지(위임)인지 또는 단순 언급인지 판정 불가하나 표지어구에 '대통령령'이므로 법형식은 대통령령으로 표기함.
P07130,대통령령으로 정하는,위임,대통령령,4,문구 '대통령령으로 정하는'은 규율할 사항을 대통령령에 위임하는 표현이나 불완전한 단서 문장이므로 위임으로 판단한다.
P07131,대통령령으로 정한다,위임,대통령령,5,"문장이 종결형 단문으로 '대통령령으로 정한다'라고 하여 규율권한을 하위 규범인 대통령령에 넘기고 있으므로 위임이며, 명시적 법형식은 대통령령이다."
P07132,대통령령으로 정한다,위임,대통령령,5,종결형 '대통령령으로 정한다'로 규율권한을 하위 법령(대통령령)에 넘긴다.
P07133,대통령령으로 정하는,판단불가,대통령령,4,문장이 '대통령령으로 정하는'으로 불완전하게 끊겨 있어 구체적 위임인지 인용인지 판정 불가하나 문언은 대통령령을 지칭함.
P07134,대통령령으로 정하는,판단불가,대통령령,3,문장이 불완전하여 단독으로는 위임인지 인용인지 확정 불가하나 표지어구가 '대통령령'으로 법형식을 지정되어 있어 L2는 대통령령으로 판정함.
P07135,대통령령으로 정한다,위임,대통령령,5,문장이 종결형으로 '대통령령으로 정한다'라며 규율권한을 하위 규범(대통령령)에 넘기고 있다.
P07136,⑦ 제1항부터 제6항까지에서 규정한 사항 외에 시ㆍ도위원회의 운영에 필요한 사항은 시ㆍ도의 조례로 정한다.,위임,조례,5,문장이 ‘필요한 사항은 시·도의 조례로 정한다’고 명시적으로 규율권한을 하위 규범(조례)으로 넘기고 있어 위임에 해당한다.
P07137,⑦ 제1항부터 제6항까지에서 규정한 사항 외에 시ㆍ도위원회의 운영에 필요한 사항은 시ㆍ도의 조례로 정한다.,위임,조례,5,문장이 '필요한 사항은 시ㆍ도의 조례로 정한다'라고 규율권한을 하위 규범(조례)에게 넘기므로 위임에 해당하고 법형식으로 조례를 명시하고 있다.
P07138,⑦ 제1항부터 제6항까지에서 규정한 사항 외에 시ㆍ도위원회의 운영에 필요한 사항은 시ㆍ도의 조례로 정한다.,위임,조례,5,"문장이 운영에 필요한 사항을 시·도의 조례로 정한다고 종결형으로 규율권한을 넘기고 있어 위임이며, 명시된 법형식은 '조례'이다."
P07139,대통령령으로 정하는 기준에,위임,대통령령,4,문장이 '대통령령으로 정하는 기준에'로 끝나 규율권한을 대통령령에 일부(요건·기준)를 맡기는 형태의 위임이다.
P07140,사항은 대통령령으로,판단불가,대통령령,3,문장이 불완전하여 맥락상 '사항은 대통령령으로 ...'의 의도가 위임일 가능성이 크지만 종결형이 없어 확정적 판단 불가함. 표지어구에 '대통령령' 명시되어 법형식은 대통령령으로 분류함.
P07141,사항은 대통령령으로,위임,대통령령,4,문장이 '사항은 대통령령으로'로 끝나며 규율권한을 대통령령에 넘기는 종결형 위임 표현이다.
P07142,사항은 대통령령으로,판단불가,대통령령,4,문장이 '사항은 대통령령으로'로 중간에 잘려 있어 위임인지 인용인지 문맥상 불명확하나 표지어구에 '대통령령'이 있으므로 법형식은 대통령령으로 판정함.
P07143,사항은 대통령령으로,판단불가,대통령령,3,문장이 단편적이며 '사항은 대통령령으로'만 있어 맥락상 위임으로 보이나 완결된 규정 문장이 아니어서 확정적 판단 불가함. 표지어구에 '대통령령' 명시되어 형식은 대통령령으로 판단함.
P07144,사항은 대통령령으로,판단불가,대통령령,4,문장이 잘려 있어 맥락(무엇을 정하는지)이 없어 완전한 판정 불가. 다만 표지어구가 '대통령령'으로 되어 있어 형식은 대통령령으로 지목한 것으로 보임.
P07145,사항은 대통령령으로,위임,대통령령,4,문장이 '사항은 대통령령으로'로 끝나며 규율권한을 대통령령에 넘겨 구체적 사항을 정하도록 하는 전형적 위임 표현이다.
P07146,사항은 대통령령으로,판단불가,대통령령,3,문장이 절단되어 내용이 불완전하므로 위임인지 인용인지 판정할 수 없음. 다만 표지어구에 '대통령령'이 있어 형식은 대통령령으로 지정되어 있다.
P07147,사항은 대통령령으로,위임,대통령령,5,문장이 종결되지 않았지만 '사항은 대통령령으로'는 규율권한을 대통령령에 넘기는 표현으로 보이며 표지어구도 대통령령을 지정하고 있어 위임으로 판정함.
P07148,사항은 대통령령으로,판단불가,대통령령,3,문장이 불완전하여 맥락상 위임인지 인용인지 판단 불가하나 표지어구 '대통령령'이 있어 요구된 법형식은 대통령령으로 보인다.
P07149,필요한 사항은 대통령령으로,판단불가,대통령령,3,문장이 미완성되어 있어 맥락상 위임인지 인용인지 확정 불가하나 표지어구에 '대통령령'이 있어 형식은 대통령령으로 보인다.
P07150,필요한 사항은 대통령령으로,위임,대통령령,4,문장이 '필요한 사항은 대통령령으로'로 끝나며 규율권한을 대통령령에 넘기는 종결형 위임 표현이다.
